,Date,EURUSD,USDCAD
We,06/16/2004,1.2162,1.3685
Tu,06/15/2004,1.206,1.3751
Mo,06/14/2004,1.2005,1.3641
Fr,06/11/2004,1.2107,1.3592
Th,06/10/2004,1.2049,1.3599
We,06/09/2004,1.227,1.3496
Tu,06/08/2004,1.2321,1.3466
Mo,06/07/2004,1.2293,1.3509
Fr,06/04/2004,1.2227,1.3631
Th,06/03/2004,1.2215,1.3615
We,06/02/2004,1.2248,1.3684
Tu,06/01/2004,1.2188,1.3626
Mo,05/31/2004,1.2246,1.362
Fr,05/28/2004,1.2266,1.3567
Th,05/27/2004,1.2106,1.3708
We,05/26/2004,1.2107,1.3719
Tu,05/25/2004,1.2004,1.3708
Mo,05/24/2004,1.1986,1.3731
Fr,05/21/2004,1.1966,1.3673
Th,05/20/2004,1.2012,1.3756
We,05/19/2004,1.1951,1.3907
Tu,05/18/2004,1.2027,1.3969
Mo,05/17/2004,1.1889,1.3886
Fr,05/14/2004,1.1825,1.3932
Th,05/13/2004,1.1902,1.3873
We,05/12/2004,1.1869,1.3865
Tu,05/11/2004,1.185,1.3913
Mo,05/10/2004,1.1881,1.3841
Fr,05/07/2004,1.2086,1.3793
Th,05/06/2004,1.2179,1.3739
We,05/05/2004,1.2102,1.3693
Tu,05/04/2004,1.1945,1.3728
Mo,05/03/2004,1.1983,1.3723
Fr,04/30/2004,1.196,1.3701
Th,04/29/2004,1.184,1.3756
We,04/28/2004,1.1924,1.3519
Tu,04/27/2004,1.1867,1.3481
Mo,04/26/2004,1.1822,1.3606
Fr,04/23/2004,1.1903,1.3557
Th,04/22/2004,1.184,1.3587
We,04/21/2004,1.1868,1.3569
Tu,04/20/2004,1.2024,1.3445
Mo,04/19/2004,1.2018,1.3462
Fr,04/16/2004,1.1984,1.3434
Th,04/15/2004,1.1961,1.3445
We,04/14/2004,1.1944,1.335
Tu,04/13/2004,1.2079,1.3352
Mo,04/12/2004,1.2091,1.3288
Fr,04/09/2004,1.2088,1.3271
Th,04/08/2004,1.2172,1.3086
We,04/07/2004,1.2118,1.3084
Tu,04/06/2004,1.2019,1.3141
Mo,04/05/2004,1.2118,1.3147
Fr,04/02/2004,1.2365,1.3074
Th,04/01/2004,1.2317,1.3088
We,03/31/2004,1.2174,1.3062
Tu,03/30/2004,1.2156,1.3095
Mo,03/29/2004,1.2117,1.3188
Fr,03/26/2004,1.2127,1.3308
Th,03/25/2004,1.2136,1.3417
We,03/24/2004,1.2338,1.3324
Tu,03/23/2004,1.2328,1.3339
Mo,03/22/2004,1.228,1.3341
Fr,03/19/2004,1.239,1.3274
Th,03/18/2004,1.2237,1.3385
We,03/17/2004,1.2275,1.3329
Tu,03/16/2004,1.2264,1.3342
Mo,03/15/2004,1.2195,1.3351
Fr,03/12/2004,1.2354,1.319
Th,03/11/2004,1.2228,1.3252
We,03/10/2004,1.2327,1.3233
Tu,03/09/2004,1.2406,1.3204
Mo,03/08/2004,1.239,1.3209
Fr,03/05/2004,1.2203,1.3329
Th,03/04/2004,1.2206,1.3397
We,03/03/2004,1.2216,1.3428
Tu,03/02/2004,1.2457,1.3377
Mo,03/01/2004,1.2486,1.3358
Fr,02/27/2004,1.244,1.3409
Th,02/26/2004,1.2502,1.3338
We,02/25/2004,1.2686,1.3296
Tu,02/24/2004,1.2554,1.3373
Mo,02/23/2004,1.2525,1.3373
Fr,02/20/2004,1.2717,1.332
Th,02/19/2004,1.2688,1.3231
We,02/18/2004,1.2842,1.3104
Tu,02/17/2004,1.2771,1.3158
Mo,02/16/2004,1.2747,1.3159
Fr,02/13/2004,1.2811,1.3189
Th,02/12/2004,1.2832,1.3133
We,02/11/2004,1.2671,1.3316
Tu,02/10/2004,1.2698,1.3286
Mo,02/09/2004,1.2607,1.3282
Fr,02/06/2004,1.2549,1.3379
Th,02/05/2004,1.2536,1.3339
We,02/04/2004,1.2544,1.3373
Tu,02/03/2004,1.2425,1.3393
Mo,02/02/2004,1.2473,1.3248
Fr,01/30/2004,1.2409,1.3309
Th,01/29/2004,1.2469,1.3271
We,01/28/2004,1.2647,1.307
Tu,01/27/2004,1.246,1.3154
Mo,01/26/2004,1.2581,1.3149
Fr,01/23/2004,1.272,1.2967
Th,01/22/2004,1.2644,1.3011
We,01/21/2004,1.2581,1.2916
Tu,01/20/2004,1.2349,1.302
Mo,01/19/2004,1.2371,1.2994
Fr,01/16/2004,1.2578,1.2943
Th,01/15/2004,1.2649,1.2906
We,01/14/2004,1.2775,1.2717
Tu,01/13/2004,1.2749,1.276
Mo,01/12/2004,1.2858,1.271
Fr,01/09/2004,1.2767,1.2786
Th,01/08/2004,1.2632,1.2886
We,01/07/2004,1.2728,1.2859
Tu,01/06/2004,1.2677,1.2819
Mo,01/05/2004,1.2585,1.2882
Fr,01/02/2004,1.2547,1.2966
Th,01/01/2004,1.2598,1.2968
We,12/31/2003,1.255,1.293
Tu,12/30/2003,1.2492,1.3087
Mo,12/29/2003,1.2438,1.3097
Fr,12/26/2003,1.2453,1.3091
Th,12/25/2003,1.2449,1.3069
We,12/24/2003,1.2395,1.3235
Tu,12/23/2003,1.2399,1.3313
Mo,12/22/2003,1.2407,1.3349
Fr,12/19/2003,1.2424,1.3292
Th,12/18/2003,1.2411,1.3272
We,12/17/2003,1.2328,1.3275
Tu,12/16/2003,1.2323,1.3119
Mo,12/15/2003,1.2143,1.3243
Fr,12/12/2003,1.2224,1.3181
Th,12/11/2003,1.2218,1.3084
We,12/10/2003,1.2252,1.3057
Tu,12/09/2003,1.2224,1.2981
Mo,12/08/2003,1.2173,1.3046
Fr,12/05/2003,1.2083,1.3126
Th,12/04/2003,1.2111,1.3007
We,12/03/2003,1.2081,1.2975
Tu,12/02/2003,1.1978,1.3032
Mo,12/01/2003,1.1975,1.2997
Fr,11/28/2003,1.1907,1.3073
Th,11/27/2003,1.1941,1.3039
We,11/26/2003,1.1792,1.3102
Tu,11/25/2003,1.1771,1.3174
Mo,11/24/2003,1.1912,1.3026
Fr,11/21/2003,1.1911,1.3024
Th,11/20/2003,1.1877,1.3049
We,11/19/2003,1.1973,1.2998
Tu,11/18/2003,1.175,1.3116
Mo,11/17/2003,1.1794,1.303
Fr,11/14/2003,1.1734,1.2991
Th,11/13/2003,1.1633,1.3044
We,11/12/2003,1.1523,1.3121
Tu,11/11/2003,1.1483,1.3135
Mo,11/10/2003,1.1506,1.3226
Fr,11/07/2003,1.1417,1.3395
Th,11/06/2003,1.1438,1.3343
We,11/05/2003,1.1493,1.3295
Tu,11/04/2003,1.1457,1.3379
Mo,11/03/2003,1.1582,1.3203
Fr,10/31/2003,1.1626,1.3141
Th,10/30/2003,1.1662,1.3118
We,10/29/2003,1.167,1.3104
Tu,10/28/2003,1.1744,1.3111
Mo,10/27/2003,1.1775,1.3071
Fr,10/24/2003,1.1791,1.3077
Th,10/23/2003,1.1804,1.3036
We,10/22/2003,1.1667,1.3161
Tu,10/21/2003,1.1635,1.3205
Mo,10/20/2003,1.1708,1.3139
Fr,10/17/2003,1.1587,1.3188
Th,10/16/2003,1.1635,1.3279
We,10/15/2003,1.1722,1.324
Tu,10/14/2003,1.1705,1.3203
Mo,10/13/2003,1.1811,1.3201
Fr,10/10/2003,1.1748,1.3391
Th,10/09/2003,1.1811,1.3344
We,10/08/2003,1.1761,1.3318
Tu,10/07/2003,1.171,1.3408
Mo,10/06/2003,1.1563,1.344
Fr,10/03/2003,1.1695,1.3403
Th,10/02/2003,1.1718,1.3481
We,10/01/2003,1.1658,1.3526
Tu,09/30/2003,1.1599,1.3517
Mo,09/29/2003,1.1459,1.3538
Fr,09/26/2003,1.1493,1.3495
Th,09/25/2003,1.1496,1.3494
We,09/24/2003,1.1444,1.3569
Tu,09/23/2003,1.1461,1.3502
Mo,09/22/2003,1.1436,1.3429
Fr,09/19/2003,1.1255,1.361
Th,09/18/2003,1.1285,1.3664
We,09/17/2003,1.1177,1.3691
Tu,09/16/2003,1.1284,1.3662
Mo,09/15/2003,1.1273,1.3653
Fr,09/12/2003,1.1212,1.3705
Th,09/11/2003,1.1208,1.3682
We,09/10/2003,1.1225,1.367
Tu,09/09/2003,1.1068,1.3748
Mo,09/08/2003,1.1103,1.3705
Fr,09/05/2003,1.0946,1.3722
Th,09/04/2003,1.0848,1.3789
We,09/03/2003,1.081,1.3933
Tu,09/02/2003,1.0969,1.3786
Mo,09/01/2003,1.0993,1.3854
Fr,08/29/2003,1.0883,1.3953
Th,08/28/2003,1.0888,1.4025
We,08/27/2003,1.0856,1.3938
Tu,08/26/2003,1.0875,1.4016
Mo,08/25/2003,1.0855,1.4018
Fr,08/22/2003,1.0923,1.4069
Th,08/21/2003,1.112,1.4018
We,08/20/2003,1.1138,1.3959
Tu,08/19/2003,1.1148,1.3916
Mo,08/18/2003,1.1259,1.3868
Fr,08/15/2003,1.1263,1.3938
Th,08/14/2003,1.1324,1.3794
We,08/13/2003,1.1284,1.3851
Tu,08/12/2003,1.1359,1.3807
Mo,08/11/2003,1.1304,1.3914
Fr,08/08/2003,1.1374,1.3925
Th,08/07/2003,1.1336,1.4044
We,08/06/2003,1.1389,1.3999
Tu,08/05/2003,1.1361,1.4041
Mo,08/04/2003,1.1284,1.3989
Fr,08/01/2003,1.1232,1.4044
Th,07/31/2003,1.1343,1.401
We,07/30/2003,1.1442,1.3864
Tu,07/29/2003,1.1495,1.3864
Mo,07/28/2003,1.1473,1.3814
Fr,07/25/2003,1.1477,1.3947
Th,07/24/2003,1.1486,1.3975
We,07/23/2003,1.1327,1.4165
Tu,07/22/2003,1.1353,1.4054
Mo,07/21/2003,1.1264,1.408
Fr,07/18/2003,1.1215,1.3969
Th,07/17/2003,1.122,1.39
We,07/16/2003,1.118,1.3926
Tu,07/15/2003,1.128,1.3732
Mo,07/14/2003,1.1299,1.3766
Fr,07/11/2003,1.1379,1.3831
Th,07/10/2003,1.1351,1.3748
We,07/09/2003,1.1321,1.3643
Tu,07/08/2003,1.1317,1.3481
Mo,07/07/2003,1.1478,1.3405
Fr,07/04/2003,1.1501,1.3368
Th,07/03/2003,1.1538,1.3379
We,07/02/2003,1.1567,1.3527
Tu,07/01/2003,1.1516,1.3467
Mo,06/30/2003,1.1431,1.3474
Fr,06/27/2003,1.1426,1.357
Th,06/26/2003,1.1528,1.3483
We,06/25/2003,1.1511,1.3602
Tu,06/24/2003,1.156,1.3573
Mo,06/23/2003,1.1577,1.3594
Fr,06/20/2003,1.1722,1.3447
Th,06/19/2003,1.1693,1.3358
We,06/18/2003,1.1786,1.3373
Tu,06/17/2003,1.1826,1.3433
Mo,06/16/2003,1.1878,1.3344
Fr,06/13/2003,1.1767,1.3486
Th,06/12/2003,1.175,1.3518
We,06/11/2003,1.1673,1.3635
Tu,06/10/2003,1.1717,1.358
Mo,06/09/2003,1.1706,1.3598
Fr,06/06/2003,1.1846,1.3418
Th,06/05/2003,1.1643,1.3613
We,06/04/2003,1.1729,1.3643
Tu,06/03/2003,1.1766,1.3685
Mo,06/02/2003,1.1716,1.3717
Fr,05/30/2003,1.1913,1.3663
Th,05/29/2003,1.1757,1.3844
We,05/28/2003,1.182,1.3767
Tu,05/27/2003,1.1876,1.3722
Mo,05/26/2003,1.1836,1.3796
Fr,05/23/2003,1.1692,1.373
Th,05/22/2003,1.1635,1.353
We,05/21/2003,1.1714,1.3477
Tu,05/20/2003,1.1655,1.3627
Mo,05/19/2003,1.1677,1.3535
Fr,05/16/2003,1.1387,1.3803
Th,05/15/2003,1.1482,1.3746
We,05/14/2003,1.1534,1.3864
Tu,05/13/2003,1.1562,1.3887
Mo,05/12/2003,1.1533,1.3902
Fr,05/09/2003,1.1488,1.3945
Th,05/08/2003,1.1358,1.3973
We,05/07/2003,1.1434,1.3932
Tu,05/06/2003,1.1293,1.4115
Mo,05/05/2003,1.1234,1.4183
Fr,05/02/2003,1.1233,1.4197
Th,05/01/2003,1.1181,1.4299
We,04/30/2003,1.1082,1.4418
Tu,04/29/2003,1.0988,1.4477
Mo,04/28/2003,1.1038,1.4466
Fr,04/25/2003,1.1037,1.4552
Th,04/24/2003,1.0968,1.453
We,04/23/2003,1.0973,1.4471
Tu,04/22/2003,1.0872,1.4545
Mo,04/21/2003,1.0891,1.4506
Fr,04/18/2003,1.0876,1.4505
Th,04/17/2003,1.0908,1.4555
We,04/16/2003,1.08,1.4488
Tu,04/15/2003,1.0773,1.454
Mo,04/14/2003,1.0746,1.4533
Fr,04/11/2003,1.0782,1.4538
Th,04/10/2003,1.0776,1.4662
We,04/09/2003,1.0707,1.4677
Tu,04/08/2003,1.0695,1.4772
Mo,04/07/2003,1.0675,1.4748
Fr,04/04/2003,1.0759,1.4745
Th,04/03/2003,1.0765,1.4692
We,04/02/2003,1.0919,1.4716
Tu,04/01/2003,1.0912,1.4673
Mo,03/31/2003,1.0797,1.471
Fr,03/28/2003,1.0687,1.4637
Th,03/27/2003,1.0695,1.4683
We,03/26/2003,1.0653,1.4766
Tu,03/25/2003,1.0642,1.4805
Mo,03/24/2003,1.0586,1.4884
Fr,03/21/2003,1.0613,1.4813
Th,03/20/2003,1.0563,1.4838
We,03/19/2003,1.0636,1.4744
Tu,03/18/2003,1.0622,1.4793
Mo,03/17/2003,1.0786,1.4733
Fr,03/14/2003,1.0779,1.4852
Th,03/13/2003,1.0992,1.4771
We,03/12/2003,1.1047,1.4713
Tu,03/11/2003,1.1057,1.4631
Mo,03/10/2003,1.1009,1.4665
Fr,03/07/2003,1.0968,1.4707
Th,03/06/2003,1.0965,1.4684
We,03/05/2003,1.0922,1.4762
Tu,03/04/2003,1.0887,1.4848
Mo,03/03/2003,1.0778,1.4835
Fr,02/28/2003,1.0745,1.4936
Th,02/27/2003,1.0791,1.4929
We,02/26/2003,1.0759,1.4951
Tu,02/25/2003,1.0796,1.4918
Mo,02/24/2003,1.0736,1.5041
Fr,02/21/2003,1.0822,1.5056
Th,02/20/2003,1.0749,1.5123
We,02/19/2003,1.0683,1.5167
Tu,02/18/2003,1.0721,1.5196
Mo,02/17/2003,1.0773,1.5235
Fr,02/14/2003,1.0831,1.5169
Th,02/13/2003,1.0711,1.5311
We,02/12/2003,1.0734,1.5276
Tu,02/11/2003,1.0718,1.5306
Mo,02/10/2003,1.0817,1.5211
Fr,02/07/2003,1.0827,1.517
Th,02/06/2003,1.0786,1.521
We,02/05/2003,1.0885,1.5148
Tu,02/04/2003,1.0786,1.5166
Mo,02/03/2003,1.0781,1.5196
Fr,01/31/2003,1.0822,1.529
Th,01/30/2003,1.0833,1.519
We,01/29/2003,1.0813,1.5279
Tu,01/28/2003,1.0846,1.5267
Mo,01/27/2003,1.0837,1.5186
Fr,01/24/2003,1.074,1.524
Th,01/23/2003,1.0732,1.5313
We,01/22/2003,1.0715,1.5326
Tu,01/21/2003,1.0684,1.5346
Mo,01/20/2003,1.0656,1.5354
Fr,01/17/2003,1.0618,1.5329
Th,01/16/2003,1.0554,1.5367
We,01/15/2003,1.0551,1.5403
Tu,01/14/2003,1.0539,1.5419
Mo,01/13/2003,1.0576,1.5464
Fr,01/10/2003,1.0487,1.5513
Th,01/09/2003,1.05,1.5604
We,01/08/2003,1.0405,1.5628
Tu,01/07/2003,1.045,1.5596
Mo,01/06/2003,1.042,1.5645
Fr,01/03/2003,1.0358,1.5675
Th,01/02/2003,1.0491,1.5736
We,01/01/2003,1.0492,1.5766
Tu,12/31/2002,1.0481,1.5763
Mo,12/30/2002,1.0426,1.567
Fr,12/27/2002,1.0375,1.5595
Th,12/26/2002,1.0321,1.548
We,12/25/2002,1.0302,1.5509
Tu,12/24/2002,1.0267,1.551
Mo,12/23/2002,1.0268,1.5507
Fr,12/20/2002,1.027,1.5522
Th,12/19/2002,1.0274,1.5532
We,12/18/2002,1.0277,1.5481
Tu,12/17/2002,1.0226,1.5606
Mo,12/16/2002,1.0234,1.5611
Fr,12/13/2002,1.0184,1.5542
Th,12/12/2002,1.0089,1.5557
We,12/11/2002,1.0085,1.5591
Tu,12/10/2002,1.011,1.5624
Mo,12/09/2002,1.0099,1.5638
Fr,12/06/2002,1.0001,1.5636
Th,12/05/2002,1.0013,1.5609
We,12/04/2002,0.9974,1.5569
Tu,12/03/2002,0.9967,1.5578
Mo,12/02/2002,0.9946,1.5634
Fr,11/29/2002,0.9939,1.5732
Th,11/28/2002,0.9906,1.5733
We,11/27/2002,0.9938,1.5756
Tu,11/26/2002,0.9918,1.573
Mo,11/25/2002,0.9968,1.5772
Fr,11/22/2002,1.0026,1.5772
Th,11/21/2002,1.0013,1.5855
We,11/20/2002,1.0027,1.5839
Tu,11/19/2002,1.0092,1.5896
Mo,11/18/2002,1.0096,1.5832
Fr,11/15/2002,1.0042,1.5744
Th,11/14/2002,1.0086,1.5756
We,11/13/2002,1.0129,1.5785
Tu,11/12/2002,1.0108,1.5696
Mo,11/11/2002,1.0123,1.5643
Fr,11/08/2002,1.0096,1.5566
Th,11/07/2002,1.0039,1.5533
We,11/06/2002,0.9997,1.5574
Tu,11/05/2002,0.998,1.556
Mo,11/04/2002,0.9966,1.5582
Fr,11/01/2002,0.9905,1.558
Th,10/31/2002,0.9839,1.5661
We,10/30/2002,0.9833,1.5635
Tu,10/29/2002,0.9836,1.5576
Mo,10/28/2002,0.9762,1.5671
Fr,10/25/2002,0.9779,1.5657
Th,10/24/2002,0.9754,1.5641
We,10/23/2002,0.9775,1.5676
Tu,10/22/2002,0.9734,1.5637
Mo,10/21/2002,0.9725,1.5742
Fr,10/18/2002,0.9708,1.5696
Th,10/17/2002,0.981,1.5827
We,10/16/2002,0.9817,1.5872
Tu,10/15/2002,0.987,1.586
Mo,10/14/2002,0.9874,1.5865
Fr,10/11/2002,0.9863,1.5898
Th,10/10/2002,0.9902,1.5965
We,10/09/2002,0.9792,1.5971
Tu,10/08/2002,0.9827,1.5953
Mo,10/07/2002,0.9788,1.5916
Fr,10/04/2002,0.988,1.5917
Th,10/03/2002,0.9865,1.5893
We,10/02/2002,0.9826,1.5822
Tu,10/01/2002,0.9867,1.587
Mo,09/30/2002,0.981,1.5786
Fr,09/27/2002,0.9772,1.5742
Th,09/26/2002,0.9763,1.5792
We,09/25/2002,0.9818,1.5867
Tu,09/24/2002,0.9784,1.5821
Mo,09/23/2002,0.9797,1.5738
Fr,09/20/2002,0.9872,1.5742
Th,09/19/2002,0.9776,1.5784
We,09/18/2002,0.974,1.5808
Tu,09/17/2002,0.969,1.5822
Mo,09/16/2002,0.9707,1.5797
Fr,09/13/2002,0.9817,1.5869
Th,09/12/2002,0.9762,1.58
We,09/11/2002,0.975,1.572
Tu,09/10/2002,0.9797,1.5642
Mo,09/09/2002,0.9817,1.5591
Fr,09/06/2002,0.9916,1.5723
Th,09/05/2002,0.992,1.5668
We,09/04/2002,0.9973,1.5528
Tu,09/03/2002,0.9844,1.5573
Mo,09/02/2002,0.9818,1.5592
Fr,08/30/2002,0.984,1.5591
Th,08/29/2002,0.9786,1.5588
We,08/28/2002,0.9829,1.5543
Tu,08/27/2002,0.9718,1.555
Mo,08/26/2002,0.9731,1.5565
Fr,08/23/2002,0.9688,1.5586
Th,08/22/2002,0.9809,1.5546
We,08/21/2002,0.9786,1.5675
Tu,08/20/2002,0.976,1.5741
Mo,08/19/2002,0.9842,1.5591
Fr,08/16/2002,0.981,1.5596
Th,08/15/2002,0.9783,1.5638
We,08/14/2002,0.9837,1.5645
Tu,08/13/2002,0.9787,1.5744
Mo,08/12/2002,0.9704,1.5723
Fr,08/09/2002,0.9671,1.5805
Th,08/08/2002,0.9746,1.5777
We,08/07/2002,0.9658,1.5854
Tu,08/06/2002,0.9802,1.5971
Mo,08/05/2002,0.9869,1.5859
Fr,08/02/2002,0.9846,1.5911
Th,08/01/2002,0.9775,1.5838
We,07/31/2002,0.983,1.5754
Tu,07/30/2002,0.9815,1.572
Mo,07/29/2002,0.9866,1.5854
Fr,07/26/2002,1.0046,1.5684
Th,07/25/2002,0.996,1.5625
We,07/24/2002,0.9887,1.5827
Tu,07/23/2002,1.0085,1.5639
Mo,07/22/2002,1.0123,1.5428
Fr,07/19/2002,1.0116,1.5443
Th,07/18/2002,1.0074,1.5395
We,07/17/2002,1.0118,1.5386
Tu,07/16/2002,1.0027,1.5395
Mo,07/15/2002,0.9912,1.5325
Fr,07/12/2002,0.9879,1.5244
Th,07/11/2002,0.9897,1.5205
We,07/10/2002,0.9931,1.5122
Tu,07/09/2002,0.9907,1.5223
Mo,07/08/2002,0.975,1.5239
Fr,07/05/2002,0.9786,1.5285
Th,07/04/2002,0.9805,1.5319
We,07/03/2002,0.9866,1.5272
Tu,07/02/2002,0.9916,1.5162
Mo,07/01/2002,0.9913,1.5183
Fr,06/28/2002,0.9884,1.5115
Th,06/27/2002,0.9826,1.5189
We,06/26/2002,0.9797,1.5154
Tu,06/25/2002,0.9707,1.5211
Mo,06/24/2002,0.9699,1.5209
Fr,06/21/2002,0.9649,1.5278
Th,06/20/2002,0.9579,1.5408
We,06/19/2002,0.9516,1.5454
Tu,06/18/2002,0.9448,1.5465
Mo,06/17/2002,0.9448,1.5462
Fr,06/14/2002,0.9437,1.5395
Th,06/13/2002,0.9435,1.5354
We,06/12/2002,0.9482,1.5361
Tu,06/11/2002,0.9442,1.5395
Mo,06/10/2002,0.9431,1.533
Fr,06/07/2002,0.9475,1.5332
Th,06/06/2002,0.9391,1.5314
We,06/05/2002,0.9392,1.5309
Tu,06/04/2002,0.9417,1.5274
Mo,06/03/2002,0.9327,1.5354
Fr,05/31/2002,0.9369,1.5344
Th,05/30/2002,0.935,1.5345
We,05/29/2002,0.9283,1.5309
Tu,05/28/2002,0.9208,1.5332
Mo,05/27/2002,0.9204,1.5336
Fr,05/24/2002,0.9211,1.5351
Th,05/23/2002,0.926,1.5327
We,05/22/2002,0.9199,1.537
Tu,05/21/2002,0.9212,1.5417
Mo,05/20/2002,0.9202,1.5464
Fr,05/17/2002,0.9111,1.5554
Th,05/16/2002,0.912,1.5571
We,05/15/2002,0.9026,1.5585
Tu,05/14/2002,0.912,1.5548
Mo,05/13/2002,0.9131,1.5574
Fr,05/10/2002,0.9095,1.5647
Th,05/09/2002,0.9048,1.5703
We,05/08/2002,0.9147,1.5669
Tu,05/07/2002,0.9183,1.5686
Mo,05/06/2002,0.9161,1.563
Fr,05/03/2002,0.9025,1.5621
Th,05/02/2002,0.906,1.5597
We,05/01/2002,0.9003,1.5677
Tu,04/30/2002,0.9037,1.567
Mo,04/29/2002,0.9014,1.5617
Fr,04/26/2002,0.8978,1.5656
Th,04/25/2002,0.8926,1.5676
We,04/24/2002,0.8885,1.5728
Tu,04/23/2002,0.8895,1.5706
Mo,04/22/2002,0.8899,1.5718
Fr,04/19/2002,0.8912,1.5746
Th,04/18/2002,0.8903,1.5748
We,04/17/2002,0.8827,1.5822
Tu,04/16/2002,0.8788,1.5867
Mo,04/15/2002,0.8794,1.5855
Fr,04/12/2002,0.8825,1.5885
Th,04/11/2002,0.88,1.5926
We,04/10/2002,0.881,1.5957
Tu,04/09/2002,0.8751,1.5956
Mo,04/08/2002,0.879,1.5888
Fr,04/05/2002,0.8785,1.5937
Th,04/04/2002,0.8809,1.59
We,04/03/2002,0.8793,1.5931
Tu,04/02/2002,0.8806,1.5999
Mo,04/01/2002,0.8717,1.5955
Fr,03/29/2002,0.8712,1.5925
Th,03/28/2002,0.8724,1.5949
We,03/27/2002,0.8767,1.5908
Tu,03/26/2002,0.8769,1.5838
Mo,03/25/2002,0.8771,1.5773
Fr,03/22/2002,0.8824,1.5782
Th,03/21/2002,0.8856,1.5795
We,03/20/2002,0.8823,1.5854
Tu,03/19/2002,0.8828,1.5841
Mo,03/18/2002,0.8813,1.5839
Fr,03/15/2002,0.8823,1.5919
Th,03/14/2002,0.8756,1.5951
We,03/13/2002,0.8756,1.5863
Tu,03/12/2002,0.8749,1.5826
Mo,03/11/2002,0.8737,1.5862
Fr,03/08/2002,0.882,1.5835
Th,03/07/2002,0.8764,1.5812
We,03/06/2002,0.8717,1.5873
Tu,03/05/2002,0.8695,1.5907
Mo,03/04/2002,0.865,1.5924
Fr,03/01/2002,0.8695,1.6017
Th,02/28/2002,0.8656,1.608
We,02/27/2002,0.8638,1.6106
Tu,02/26/2002,0.869,1.6023
Mo,02/25/2002,0.8752,1.5972
Fr,02/22/2002,0.8705,1.5907
Th,02/21/2002,0.8695,1.5885
We,02/20/2002,0.8763,1.5904
Tu,02/19/2002,0.8706,1.5929
Mo,02/18/2002,0.8732,1.5904
Fr,02/15/2002,0.8738,1.5924
Th,02/14/2002,0.8714,1.59
We,02/13/2002,0.8767,1.5912
Tu,02/12/2002,0.8767,1.5907
Mo,02/11/2002,0.8705,1.5984
Fr,02/08/2002,0.8701,1.5995
Th,02/07/2002,0.8672,1.6079
We,02/06/2002,0.8674,1.5979
Tu,02/05/2002,0.8699,1.5972
Mo,02/04/2002,0.8614,1.5906
Fr,02/01/2002,0.8588,1.589
Th,01/31/2002,0.8613,1.5876
We,01/30/2002,0.8656,1.5941
Tu,01/29/2002,0.8616,1.5981
Mo,01/28/2002,0.8651,1.6118
Fr,01/25/2002,0.8781,1.6035
Th,01/24/2002,0.8784,1.6015
We,01/23/2002,0.8871,1.6091
Tu,01/22/2002,0.8837,1.6114
Mo,01/21/2002,0.8838,1.6187
Fr,01/18/2002,0.8808,1.6124
Th,01/17/2002,0.8831,1.599
We,01/16/2002,0.8834,1.5887
Tu,01/15/2002,0.8939,1.5947
Mo,01/14/2002,0.8946,1.5954
Fr,01/11/2002,0.8916,1.5975
Th,01/10/2002,0.8913,1.5965
We,01/09/2002,0.8933,1.5956
Tu,01/08/2002,0.8932,1.5979
Mo,01/07/2002,0.8947,1.5955
Fr,01/04/2002,0.8989,1.5983
Th,01/03/2002,0.9035,1.5969
We,01/02/2002,0.8898,1.5925
Tu,01/01/2002,0.8898,1.5932
Mo,12/31/2001,0.8842,1.5895
Fr,12/28/2001,0.8832,1.598
Th,12/27/2001,0.8806,1.6008
We,12/26/2001,0.879,1.5947
Tu,12/25/2001,0.8777,1.5931
Mo,12/24/2001,0.8888,1.585
Fr,12/21/2001,0.8991,1.5791
Th,12/20/2001,0.9004,1.5753
We,12/19/2001,0.9038,1.5746
Tu,12/18/2001,0.9022,1.5688
Mo,12/17/2001,0.9036,1.5597
Fr,12/14/2001,0.8938,1.5698
Th,12/13/2001,0.8984,1.5659
We,12/12/2001,0.8927,1.5725
Tu,12/11/2001,0.8909,1.5783
Mo,12/10/2001,0.8898,1.5751
Fr,12/07/2001,0.8953,1.5728
Th,12/06/2001,0.8884,1.5753
We,12/05/2001,0.8901,1.5713
Tu,12/04/2001,0.8907,1.5765
Mo,12/03/2001,0.8957,1.5735
Fr,11/30/2001,0.8873,1.5798
Th,11/29/2001,0.8877,1.5844
We,11/28/2001,0.8834,1.5931
Tu,11/27/2001,0.8805,1.5994
Mo,11/26/2001,0.8781,1.5991
Fr,11/23/2001,0.8776,1.5994
Th,11/22/2001,0.8785,1.6014
We,11/21/2001,0.8836,1.5947
Tu,11/20/2001,0.8789,1.5908
Mo,11/19/2001,0.8844,1.5898
Fr,11/16/2001,0.8816,1.5882
Th,11/15/2001,0.8818,1.592
We,11/14/2001,0.8809,1.5936
Tu,11/13/2001,0.8936,1.6044
Mo,11/12/2001,0.8947,1.6024
Fr,11/09/2001,0.8926,1.5988
Th,11/08/2001,0.8979,1.5978
We,11/07/2001,0.8946,1.5927
Tu,11/06/2001,0.8978,1.5932
Mo,11/05/2001,0.9014,1.5915
Fr,11/02/2001,0.9025,1.5951
Th,11/01/2001,0.8999,1.5881
We,10/31/2001,0.904,1.5784
Tu,10/30/2001,0.9054,1.5748
Mo,10/29/2001,0.8929,1.5763
Fr,10/26/2001,0.8924,1.5736
Th,10/25/2001,0.8942,1.5742
We,10/24/2001,0.8904,1.5723
